"sampling_location","duplicate_sample","sample_date","sample_time","weather_condition_dry_or_wet","top_sample_temperature_c","bottom_sample_temperature_c","site_actual_depth_ft","top_sample_depth_ft","bottom_sample_depth_ft","top_salinity_psu","bottom_salinity_psu","top_conductivity_s_m","bottom_conductivity_s_m","ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l","ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l","percentage_o2_saturation_top_sample","percentage_o2_saturation_bottom_sample","light_trans_transparency_top_sample","light_trans_transparency_bottom_sample","top_sigma_t_kg_m3","bottom_sigma_t_kg_m3","top_fluorometer_mg_m3","bottom_fluorometer_mg_m3","ctd_conductivity_temperature_depth_profiler_ph_top_sample","ctd_conductivity_temperature_depth_profiler_ph_bottom_sample","top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s","top_sample_par_ue_s_m2","bottom_sample_par_ue_s_ue_s_m2","oxidation_reduction_potential_mv_top_sample","oxidation_reduction_potential_mv_bottom_sample","current_speed_knot","current_direction_current_direction","wind_speed_mph","wind_direction_wind_direction","sea_state","winkler_method_top_dissolved_oxygen_mg_l","winkler_method_bottom_dissolved_oxygen_mg_l","secchi_depth_ft","top_ph","bottom_ph","top_total_coliform_cells_100_ml","top_bottom_coliform_cells_100_ml","fecal_coliform_top_sample_less_than_or_greater_than_result","fecal_coliform_bottom_sample_less_than_or_greater_than_result","top_fecal_coliform_bacteria_cells_100ml","bottom_fecal_coliform_bacteria_cells_100ml","enterococcus_top_sample_less_than_or_greater_than_result","enterococcus_bottom_sample_less_than_or_greater_than_result","top_enterococci_bacteria_cells_100ml","bottom_enterococci_bacteria_cells_100ml","top_nitrate_nitrite_mg_l","bottom_nitrate_nitrite_mg_l","top_ammonium_mg_l","bottom_ammonium_mg_l","top_ortho_phosphorus_mg_l","bottom_ortho_phosphorus_mg_l","top_total_kjeldhal_nitrogen_mg_l","bottom_total_kjeldhal_nitrogen_mg_l","top_silica_mg_l","bottom_silica_mg_l","total_phosphorus_mg_l","bottom_total_phosphorus_mg_l","top_total_suspended_solid_mg_l","bottom_total_suspended_solid_mg_l","top_active_chlorophyll_a_g_l","bottom_active_chlorophyll_a_g_l","chlorophyll_top_sample_field_u_l_ysi","chlorophyll_bottom_sample_field_u_l_ysi","top_total_organic_carbon_mg_l","top_dissolved_organic_carbon_mg_l","bottom_dissolved_organic_carbon_mg_l","top_dissolved_organic_carbon_ysi_mg_l","bottom_dissolved_organic_carbon_ysi_mg_l","top_sample_depth_ysi_ft","bottom_depth_ysi_ft","top_sample_salinity_ysi_psu","bottom_sample_salinity_ysi_psu","top_sample_temperature_ysi_c","bottom_sample_temperature_ysi_c","top_bacteria_per_c_c_1909","bottom_bacteria_per_c_c_1909","top_beam_attenuation_coefficient","bottom_beam_attenuation_coefficient","top_five_day_biochemical_oxygen_demand_mg_l","bottom_five_day_biochemical_oxygen_demand_mg_l","top_pcb_plate_count_thous_ml","bottom_pcb_plate_count_thous_ml","top_coliform_log_no_ml","bottom_coliform_log_no_ml","oakwood_bod_top_sample_mg_l","oakwood_bod_bottom_sample_mg_l","oakwood_total_suspended_solid_top_sample_mg_l","oakwood_total_suspended_solid_bottom_sample_mg_l","top_turbidity_nephelometric_turbidity_units","bottom_turbidity_ysi_nephelometric_turbidity_units","sampling_comment","long","lat","type"
"N5",,"2006-09-11T00:00:00.000","1:36 PM","D","21.34","21.08","52","5","48","24.87","26.09","3.63","3.77","5.24","5.39","68.6","70.7",,,"16.71","17.71",,,,,,,,"8.65E+01","9.55E+01","0.4","WNW","14","NE","3","5.2","5.4","4","7.55","7.65",,,,,"1",,,,"1",,"0.354",,"0.388",,"0.1",,"1.37",,"1.5",,"0.154",,"7.2","15.4","2.95",,,,,"3.96",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.70417","-74.02383","Permanent"
"N5",,"2006-09-18T00:00:00.000","3:50 PM","D","22.63","20.66","49","4","47","11.99","24.65","1.92","3.55","6.94","5.19","86.2","67",,,"6.67","16.72",,,,,,,,"4.62E+01","6.45E+01","0.9","S","11","SW","2","6.58","5.58","5","7.35","7.44",,,,,"44",,,,"5",,"0.562",,"0.213",,"0.104",,"0.46",,"2.13",,"0.128",,"2.9","3.7","2.27",,,,,"3.7",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.70417","-74.0235","Permanent"
"N5",,"2006-09-25T00:00:00.000","12:57 PM","W","20.6","19.96","47","4","43","22.18","26.08","3.22","3.68","6.27","6.02","79.7","77.4",,,"14.87","17.98",,,,,,,,"8.79E+01","9.46E+01","0.5","E","9","NW","1","6.49","6.31","6","7.33","7.58",,,,,"7",,,,"1",,"0.47",,"0.339",,"0.112",,"1.31",,"1.42",,"0.152",,"5.6","8.8","4.9268",,,,,"3.14",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.70417","-74.02333","Permanent"
"N5",,"2006-09-05T00:00:00.000","3:09 PM","D","21.83","21.26","47","4","47","15.75","22.79","2.42","3.35","6.22","4.97","77.9","64.1",,,"9.7","15.16",,,,,,,,"5.71E+01","6.68E+01","1.5","N","12","SW","1","6.57","6.25","5","7.41","7.42",,,,,"81",,,,"19",,"0.421",,"0.34",,"0.116",,"0.82",,"1.58",,"0.144",,"2.6","0.8","2.5",,,,,"3.39",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.70417","-74.02333","Permanent"
"N6",,"2006-10-25T00:00:00.000","12:13 PM","D","14.73","14.73","56","6","51","20.51","28.04","2.63","3.5","7.12","6.02","79.7","70.6",,,"14.89","20.67",,,,,,,,"1.99E+01","4.07E+01","0.2","S","20","NW","1","7.59","6.49","6","7.65","7.06",,,,,"10",,,,"3",,"0.408",,"0.26",,,,"0.78",,"1.23",,"0.106",,"4.75","5.25","3.42",,,,,"3.93",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.66417","-74.05233","Permanent"
"N6",,"2006-09-13T00:00:00.000","11:31 AM","D","21.19","20.75","56","5","50","21.74","25.67","3.2","3.69","5.4","5.3","69.2","68.9",,,"14.38","17.47",,,,,,,,"6.69E+01","7.64E+01","0.6","N","8","SW","1","5.58","5.51","6","7.38","7.48",,,,,"4",,,,"4",,"0.488",,"0.377",,"0.116",,"1.17",,"1.81",,"0.152",,"18.5","13.75","2.87",,,,,"3.45",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.6645","-74.0525","Permanent"
"N6",,"2006-09-20T00:00:00.000","3:15 PM","D","21.45","20.89","52","4","51","20.28","25.58","3.02","3.69","5.67","6","72.4","78.2",,,"13.21","17.37",,,,,,,,"3.30E+01","4.94E+01","0.8","S","17","NW","1","6.09","6.32","5","7.49","7.68",,,,,"18",,,,"2",,"0.53",,"0.342",,"0.116",,"0.92",,"1.7",,"0.14",,"2.75","1.5","4.4",,,,,"4.76",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.66433","-74.05267","Permanent"
"N6",,"2006-09-27T00:00:00.000","11:21 AM","D","20.36","19.15","55","3","49","21.54","28.45","3.12","3.91","5.89","5.58","74.2","71.6",,,"14.44","19.98",,,,,,,,"5.15E+01","6.33E+01","0","NE","1","AIR","1","5.93","5.57","6","7.63","7.56",,,,,"12",,,,"5",,"0.418",,"0.292",,"0.104",,"0.954",,"1.1",,"0.127",,"5.5","12.2","7.077",,,,,"2.43",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.66467","-74.0525","Permanent"
"N6",,"2006-09-07T00:00:00.000","3:37 PM","D","21.77","21.24","51","4","47","20.81","22.88","3.11","3.36","5.13","5.01","66","64.7",,,"13.53","15.24",,,,,,,,"1.99E+01","3.42E+01","1.2","W","LT+AIR","LT+AIR","1","5.45","5.42","3.5","7.53","7.53",,,,,"84",,,,"6",,"0.43",,"0.404",,,,"1.58",,"1.92",,"0.16",,"6","36.5","2.04",,,,,"3.4",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.66417","-74.05283","Permanent"
"N7",,"2006-10-25T00:00:00.000","4:30 PM","D","15.09","14.7","44","3","40","16.57","26.31","2.18","3.3","7.4","6.35","81.5","73.6",,,"11.8","19.35",,,,,,,,"6.10E+01","7.24E+01","2","S","21","NNW","3","7.5","8.47","4","7.12","7.21",,,,,"30",,,,"3",,"0.491",,"0.278",,,,"0.91",,"1.41",,"0.127",,"8","8.8","2.25",,,,,"4.3",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.6435","-74.0545","Permanent"
"N7",,"2006-09-13T00:00:00.000","11:44 AM","D","20.98","20.35","47","4","46","23.09","27","3.37","3.83","5.48","5.86","70.5","76.2",,,"15.46","18.58",,,,,,,,"4.83E+01","6.92E+01","0.6","N","6","SW","1","5.95","6.14","7","7.46","7.62",,,,,"4",,,,"1",,"0.466",,"0.396",,"0.117",,"1.09",,"1.74",,"0.158",,"3.5","5","4.44",,,,,"3.76",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.64383","-74.0535","Permanent"
"N7",,"2006-09-20T00:00:00.000","11:21 AM","D","21.28","20.92","45","6","41","22.13","24.86","3.26","3.6","5.94","6.05","76.5","78.4",,,"14.66","16.82",,,,,,,,"5.11E+01","6.40E+01","0.7","S","17","NW","1","6.24","6.49","5","7.54","7.65",,,,,"5",,,,"4",,"0.459",,"0.453",,"0.113",,"1.08",,"1.55",,"0.137",,"10.25","10","5.06",,,,,"4.38",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.64367","-74.05283","Permanent"
"N7",,"2006-09-27T00:00:00.000","11:32 AM","D","20.04","19.28","47","4","45","22.62","27.9","3.24","3.85","6.48","5.77","81.7","74",,,"15.34","19.54",,,,,,,,"4.42E+01","5.76E+01","0.5","N","6","SW","1","6.62","5.76","5.5","7.53","7.67",,,,,"5",,,,"1",,"0.432",,"0.268",,"0.103",,"1.18",,"1.12",,"0.131",,"6.2","11","10.059",,,,,"2.72",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.64417","-74.05367","Permanent"
"N7",,"2006-09-07T00:00:00.000","11:46 AM","D","21.33","20.74","44","5","42","22.3","26.01","3.29","3.73","5.24","5.3","67.5","69.1",,,"14.77","17.73",,,,,,,,"2.64E+01","3.92E+01","0.5","SE","2","N","1","5.54","5.77","5","7.39","7.61",,,,,"88",,,,"6",,"0.408",,"0.482",,,,"2.41",,"1.84",,"0.162",,"5.5","17.5","2.03",,,,,"3.07",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.64383","-74.05333","Permanent"
"N8",,"2006-09-13T00:00:00.000","3:09 PM","D","20.43","20.13","78","5","72","26.22","28.27","3.73","3.97","6.68","6.39","86.6","83.4",,,"17.97","19.6",,,,,,,,"1.76E+02","1.72E+02","0.8","N","12","SW","1","6.75","6.61","5","7.69","7.79",,,,,"2",,,,"1",,"0.266",,"0.288",,"0.072",,"1.07",,"1.1",,"0.118",,"3.1","2.5","9.16",,,,,"2.66",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.606","-74.049","Permanent"
"N8",,"2006-09-20T00:00:00.000","11:36 AM","D","21.06","20.66","76","6","70","22.92","27.35","3.35","3.9","6.69","6.32","86.1","82.8",,,"15.31","18.77",,,,,,,,"5.05E+01","6.34E+01","1","S","14","NW","1","7.1","6.76","9","7.68","7.82",,,,,"6",,,,"1",,"0.416",,"0.318",,"0.095",,"0.87",,"1.21",,"0.128",,"11.2","12.2","10.36",,,,,"4.08",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60467","-74.04767","Permanent"
"N8",,"2006-09-27T00:00:00.000","3:03 PM","D","20.32","18.81","76","3","72","22.45","29.4","3.24","4","6.9","5.86","87.4","75.1",,,"15.14","20.79",,,,,,,,"4.41E+01","5.59E+01","0.6","S","8","S","2","7.8","5.86","6.5","7.76","7.75",,,,,"5",,,,"1",,"0.325",,"0.189",,"0.074",,"1.7",,"0.603",,"0.112",,"5.4","5.4","17.825",,,,,"2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60567","-74.04883","Permanent"
"N8",,"2006-09-07T00:00:00.000","12:00 PM","D","21.39","20.6","76","5","71","23.73","27.23","3.48","3.88","5.26","5.37","68.5","70.3",,,"15.84","18.69",,,,,,,,"1.92E+01","4.27E+01","1.7","S","0","0","1","5.71","5.73","8","7.56","7.68",,,,,"56",,,,"2",,"0.332",,"0.438",,,,"1.16",,"1.53",,"0.143",,"3.6","10.4","2.86",,,,,"3.72",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.605","-74.0485","Permanent"
"N9",,"2006-10-24T00:00:00.000","11:06 AM","D","14.55","14.59","19","5","17","30.38","30.79","3.74","3.79","6.72","6.47","79.6","76.9",,,"22.5","22.81",,,,,,,,"1.15E+02","1.12E+02","1","E","18","NW","2","7.21","6.91","9","7.73","7.8",,,,,"2",,,,"2",,"0.188",,"0.12",,,,"0.59",,"0.74",,"0.077",,"4.8","4.5","6.58",,,,,"2.09",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.56833","-73.98483","Permanent"
"N9",,"2006-08-01T00:00:00.000","10:10 AM","D","22.56","22.43","15","4","15","26.02","27.81","3.88","4.1","8.68","6.86","116.9","93.2",,,"17.26","18.65",,,,,,,,"1.41E+02","1.41E+02","0.5","SE","4","SE","1","9.51","9.13","6","8.47","8.48",,,,,"40",,,,"4",,"0.06",,"0.049",,"0.032",,"0.86",,"0.21",,"0.09",,"4","1.75","26.74",,,,,"3.09",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.569","-73.9845","Permanent"
"N9",,"2006-08-22T00:00:00.000","10:58 AM","D","22.29","21.63","15","4","14","29.74","30.16","4.34","4.34","7.34","6.92","100.5","93.8",,,"20.14","20.6",,,,,,,,"2.83E+02","2.71E+02","0.9",,"5","SLY","CALM","6.21","5.26","10","7.96","8",,,,,"5",,,,"2",,"0.025",,"0.053",,"0.033",,"0.43",,"0.09",,"0.056",,"1","0.75","7.62",,,,,"2.87",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.569","-73.98367","Permanent"
"N9",,"2006-08-29T00:00:00.000","10:52 AM","W","22.2","22.26","16","4","15","28.8","29.28","4.21","4.28","5","4.81","68","65.7",,,"19.46","19.81",,,,,,,,"2.15E+02","2.08E+02","0.3","E","13","SE","2","5.63","5.57","8","7.7","7.74",,,,,"36",,,,"5",,"0.092",,"0.309",,"0.064",,"0.8",,"0.57",,"0.121",,"4.4","10.8","3.62",,,,,"2.41",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.56933","-73.98633","Permanent"
"N9",,"2006-08-09T00:00:00.000","10:54 AM","D","23.69","23.53","14","4","15","29.98","30.08","4.5","4.5","6.26","5.86","88","82.2",,,"19.93","20.06",,,,,,,,"1.53E+02","1.51E+02","0.3","N","8","SE","1","7.05","7.16","7","7.81","7.83",,,,,"1",,,,"1",,"0.012",,"0.073",,"0.033",,"0.73",,"0.23",,"0.075",,"1.75","0.7","8.75",,,,,"3.37",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.56883","-73.985","Permanent"
"N9",,"2006-09-12T00:00:00.000","10:54 AM","D","20","19.94","20","6","19","29.19","29.46","4.07","4.1","6.99","7.48","91.5","98",,,"20.33","20.56",,,,,,,,"2.22E+02","2.15E+02","1.1","N","8","E","2","7.7","7.89","6.5","7.74","7.86",,,,,"4",,,,"1",,"0.106",,"0.129",,"0.033",,"0.83",,"0.45",,"0.075",,"17.5","11.6","10.38",,,,,"2.02",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.56833","-73.98483","Permanent"
"N9",,"2006-09-19T00:00:00.000","10:37 AM","D","20.97","20.9","14","4","13","26.59","27.6","3.82","3.95","7.66","7.48","100.5","98.6",,,"18.11","18.9",,,,,,,,"7.84E+01","8.03E+01","0.7","NW","5","E","1","7.93","7.96","5","7.69","7.79",,,,,"44",,,,"1",,"0.222",,"0.184",,"0.05",,"0.82",,"0.52",,"0.088",,"7","13.25","14.63",,,,,"4.17",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.56933","-73.9845","Permanent"
"N9",,"2006-09-26T00:00:00.000","10:41 AM","D","19.2","19.08","17","4","16","29.13","29.49","4","4.03","6.84","6.31","88.2","81.3",,,"20.49","20.8",,,,,,,,"1.82E+02","1.75E+02","0.4","E","9","W","2","7.18","7","6","7.72","7.77",,,,,"1",,,,"1",,"0.152",,"0.132",,"0.045",,"1.41",,"0.486",,"0.084",,"1.5","3.2","10.3626",,,,,"2.77",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.56883","-73.985","Permanent"
"N9",,"2006-09-06T00:00:00.000","11:04 AM","W","20.25","20.13","13","5","12","28.67","29.57","4.03","4.13","5.75","5.93","75.4","78",,,"19.88","20.59",,,,,,,,"1.25E+02","1.25E+02","1.2","E","7","NE","1","6.78","6.71","7","7.71","7.79",,,,,"34",,,,"6",,"0.117",,"0.299",,"0.056",,"3.18",,"0.74",,"0.089",,"3","1.5","4.11",,,,,"2.67",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.56933","-73.98417","Permanent"
"NC0",,"2006-10-25T00:00:00.000","10:21 AM","D","14.47","14.44","12","5","12","20.09","20.09","2.57","2.57","2.35","2.2","26.1","24.4",,,"14.61","14.62",,,,,,,,"1.37E+02","1.26E+02","0.1","W","5","NW","1","3.36","2.71","3.5","6.89","6.8",,,,,"250","213",,,"116","75","0.104",,"1.08",,,,"2.14",,"1.85",,"0.32",,"5.75","8.25","34.87",,,,,"4.16",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.71483","-73.9315","Permanent"
"NC0",,"2006-05-24T00:00:00.000","10:21 AM","D","16.26","15.05","12","4","13","16.25","18.44","2.2","2.41","1.12","0.14","12.7","1.5",,,"11.33","13.23",,,,,,"-3","58","-1.84E+02","-2.36E+02","0.1","E","7","W","1","0","0","2","7","7",,,,,"152","180",,,"515","470","0.018",,"1.44",,"0.329",,"4.53",,"2.3",,"0.429",,"8","13","11.42",,,,,"4.49",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.71483","-73.93133","Permanent"
"NC0",,"2006-06-01T00:00:00.000","10:09 AM","D","16.38","15.95","14","4","13","20.28","20.33","2.71","2.69","3.84","1.49","44.5","17.1",,,"14.38","14.51",,,,,,"0","0","1.68E+01","2.88E+01","0.2","W","4","SW","1","3.36","3.21","2.5","7.69","7.67",,,,,"525","410",,,"62","48","0.21",,"0.657",,"0.099",,"1.86",,"0.45",,"0.248",,"35.75","45","25.54",,,,,"5.32",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.71483","-73.93133","Permanent"
"NC0",,"2006-06-21T00:00:00.000","10:20 AM","D","20.63","18.53","14","4","12","19.57","20.51","2.88","2.87","4.32","0.15","54","1.8",,,"12.88","14.09",,,,,,,,"-7.32E+01","-1.80E+02",,"S","2","NW","1","1.95","1.04","3","7.13","7.1",,,,,"112","190",,,,,"0.027",,"0.939",,"0.199",,"1.76",,"1.38",,"0.288",,"32.25","13.25","30.6976",,,,,"4.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Permanent"
"NC0",,"2006-06-29T00:00:00.000","10:29 AM","W","21.87","20.69","16","5","12","20.49","21","3.08","3.07","2.71","0.02","34.8","0.2",,,"13.26","13.95",,,,,,"83","41","1.65E+02","1.08E+02","0.1","W","2","W","1","3.68","2.28","4.5","7.06","7.11",,,,,"1,840","1,540",,,"530","560","0.101",,"0.742",,"0.143",,"1.72",,"1.58",,"0.242",,"20.75","9.25","14.42",,,,,"3.83",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.715","-73.93133","Permanent"
"NC0",,"2006-06-07T00:00:00.000","10:23 AM","W","18.91","17.51","13","4","12","15.33","18.55","2.22","2.56","1.3","0.12","15.4","1.4",,,"10.07","12.82",,,,,,"0",,"-2.21E+02","-2.54E+02","0.3","S","7","NE","1","0","0","1.5","6.94","6.94",,,,,"3,300","3,800",,,"2,860","2,900","0.011",,"0.709",,"0.175",,"2.12",,"1.35",,"0.331",,"21.75","32","82.08",,,,,"4.7",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.71467","-73.9315","Permanent"
"NC0",,"2006-07-12T00:00:00.000","10:07 AM","D","19.96","19.74","17","5","16","20.12","20.34","2.91","2.92","0.08","0.1","0.9","1.2",,,"13.46","13.68",,,,,,,,"-1.38E+02","-1.38E+02","0.1","S","CALM","CALM","1","0","0","3","6.82","6.88",,,,,"540","780",,,"455","405","0.014",,"0.842",,"0.178",,"1.78",,"2.25",,"0.237",,"8","2.75","1.28",,,,,"3.21",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.71483","-73.93133","Permanent"
"NC0",,"2006-07-19T00:00:00.000","10:15 AM","W","21.81","20.87","16","6","12","20.24","21","3.04","3.08","2.22","0.2","28.5","2.6",,,"13.09","13.9",,,,,,,,"-1.96E+02","-2.57E+02","0.4","SW","6","E","1","0.54","0.27","1.5","7.1","7.12",,,,,"4,001","4,001",,,"4000+","3060+","0.057",,"0.629",,"0.146",,"2.42",,"1.1",,"0.342",,"40.5","38.75","120.02",,,,,"5.43",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.71483","-73.93133","Permanent"
"NC0",,"2006-07-26T00:00:00.000","10:03 AM","D","22.64","22.39","19","3","15","20.35","20.49","3.11","3.11","0.23","0.11","3","1.5",,,"12.96","13.13",,,,,,,,"-2.15E+02","-2.59E+02","0.3","N","5","W","1","0","0","1.5","6.9","6.95",,,,,"440","1480",,,"400","480","0.01",,"1.003",,"0.27",,"1.89",,"1.27",,"0.28",,"54.75","30.25","35.32",,,,,"4.56",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.715","-73.93133","Permanent"
"NC0",,"2006-08-30T00:00:00.000","10:32 AM","W","23.5","23.44","14","6","13","22.48","23.11","3.46","3.54","0.1","0.09","1.4","1.2",,,"14.34","14.82",,,,,,,,"-2.26E+02","-2.39E+02","0","NW","2","SE","1","0","0","3","7.1","7.07",,,,,"3,780","4,000",,,"2,360","2,880","0.01",,"1.007",,"0.273",,"4.14",,"2.68",,"0.327",,"8.75","10.5","5.94",,,,,"3.89",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.71467","-73.93133","Permanent"
"NC0",,"2006-09-13T00:00:00.000","10:10 AM","D","21.4","21.5","17","6","13","22.05","22.36","3.26","3.31","1.39","2.12","17.9","27.4",,,"14.56","14.77",,,,,,,,"1.03E+02","1.01E+02","0.3","W","LT+AIR","LT+AIR","1","1.78","1.73","4.5","6.89","6.98",,,,,"28","35",,,"20","35","0.271",,"0.714",,"0.19",,"1.76",,"2.86",,"0.29",,"7.5","6.75","17.62",,,,,"3.86",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.71483","-73.93117","Permanent"
"NC0",,"2006-09-20T00:00:00.000","9:51 AM","D","21.33","21.52","16","4","15","20.81","21.72","3.09","3.22","4.85","2.44","62","31.4",,,"13.64","14.29",,,,,,,,"1.16E+02","6.39E+01","0.2","E","8","NW","1","2.34","*","4","6.9","7.02",,,,,"207","202",,,"48","62","0.169",,"0.644",,"0.14",,"1.96",,"2.28",,"0.28",,"2.5","2.25","27.64",,,,,"4.33",,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.9315","0","Permanent"
"NC0",,"2006-09-27T00:00:00.000","9:56 AM","D","19.99","20.04","16","4","15","20.97","21","3.02","3.03","7.05","3.64","87.9","45.8",,,"14.1","14.11",,,,,,,,"7.69E+01","7.76E+01","0","0","LT+AIR","LT+AIR","1","7.08","0.51","3.5","7.08","7.04",,,,,"200","204",,,"42","32","0.288",,"0.55",,"0.148",,"2.65",,"2.23",,"0.286",,"4.5","5.5","53.7408",,,,,"3.33",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.71467","-73.93133","Permanent"
"NC0",,"2006-09-07T00:00:00.000","10:20 AM","D","22","21.83","18","6","11","21.12","21.93","3.17","3.27","0.08","0.07","1","0.9",,,"13.71","14.36",,,,,,,,"-7.62E+01","-1.64E+02","0.3","NE","6","NNE","1","0.46","2.04","1.5","7.01","7.1",,,,,"4,000","4000",,,"2,520","2880","0.027",,"1.1",,,,"4.07",,"3.46",,"0.38",,"1.75","7","21.33",,,,,"3.67",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.71467","-73.93133","Permanent"
"NC1",,"2006-10-25T00:00:00.000","10:33 AM","D","14.37","14.36","22","5","18","20.21","20.21","2.58","2.57","5.12","5.04","56.8","55.9",,,"14.72","14.72",,,,,,,,"5.28E+01","5.31E+01","0.1","W","12","N","1","4.69","5.22","5","7.38","7.08",,,,,"234","231",,,"48","28","0.378",,"0.734",,,,"1.73",,"1.12",,"0.28",,"7.75","7.5","18.83",,,,,"3.9",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.72383","-73.92633","Permanent"
"NC1",,"2006-05-24T00:00:00.000","10:32 AM","D","15.68","14.98","21","4","20","17.42","18.92","2.32","2.46","1.06","0.1","11.9","1.1",,,"12.34","13.62",,,,,,"9","-4","-2.22E+01","-6.51E+00","0.5","E","8","W","1","2.5","2.05","2","7.23","7.14",,,,,"15","10",,,"40","50","0.17",,"0.918",,"0.199",,"2.16",,"1.94",,"0.39",,"18.5","5","37.64",,,,,"3.86",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.72417","-73.92633","Permanent"
"NC1",,"2006-06-01T00:00:00.000","10:20 AM","D","17.77","16.57","20","4","18","20.24","20.65","2.79","2.76","6.06","3.23","71.9","37.5",,,"14.06","14.63",,,,,,"16","42","5.41E+01","5.40E+01","0","0","LT","AIRS","1","7.28","6.3","4","7.9","7.85",,,,,"450","400",,,"80","90","0.286",,"0.437",,"0.081",,"1.28",,"0.76",,"0.184",,"20.75","34.5","7.56",,,,,"3.72",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.72383","-73.92633","Permanent"
"NC1",,"2006-06-21T00:00:00.000","10:34 AM","D","21.42","18.72","18","4","18","19.65","20.82","2.94","2.92","6.16","-0.25","78.3","-3.1",,,"12.75","14.29",,,,,,,,"4.96E+01","4.85E+01",,"S","1","NW","1","1.55","2.64","3","7","7.11",,,,,"15","28",,,,,"0.149",,"0.675",,"0.127",,"1.75",,"1.27",,"0.226",,"11.25","18.5","23.6684",,,,,"3.79",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.72433","-73.92633","Permanent"
"NC1",,"2006-06-29T00:00:00.000","10:41 AM","W","22.12","20.15","20","5","18","19.2","21.21","2.92","3.06","3.66","0.05","47","0.6",,,"12.23","14.24",,,,,,"77","52","4.22E+01","-3.66E+01","0.8","NW","5","SW","1","4.18","2,56","5","7.12","7.16",,,,,"3,200","1,740",,,"700","520","0.177",,"0.787",,"0.162",,"1.52",,"1.8",,"0.258",,"18.5","22.75","8.3",,,,,"3.77",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.72367","-73.92667","Permanent"
"NC1",,"2006-06-07T00:00:00.000","10:55 AM","W","18.3","17.3","23","4","20","17.45","19.86","2.46","2.71","2.65","0.17","31.3","2",,,"11.82","13.87",,,,,,"7",,"4.09E+01","-1.54E+02","0.4","W","7","N","1","1.39","1.04","3","7.03","7.02",,,,,"1,460","1,160",,,"480","440","0.1",,"0.765",,"0.161",,"2.15",,"1.36",,"0.29",,"35.75","21.75","37.81",,,,,"3.58",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.72383","-73.92633","Permanent"
"NC1",,"2006-07-12T00:00:00.000","10:21 AM","D","21.83","19.96","22","4","17","19.78","21.27","2.98","3.06","1.33","2.12","17.1","26.5",,,"12.74","14.33",,,,,,,,"4.40E+01","3.98E+01","0.2","N","LT","AIRS","1","2.22","2.16","6","6.97","6.99",,,,,"200","420",,,"32","32","0.184",,"0.628",,"0.124",,"1.29",,"2.07",,"0.202",,"39.25","2.5","3.76",,,,,"3.57",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.72383","-73.9265","Permanent"
